row_id,index,series_id,step,event,score
97,97,03d92c9f6f8a,342,onset,6.4913483
98,98,03d92c9f6f8a,345,onset,8.7758
99,99,03d92c9f6f8a,348,onset,9.308158
100,100,03d92c9f6f8a,351,onset,49.210194
101,101,03d92c9f6f8a,354,onset,44.844852
102,102,03d92c9f6f8a,357,onset,35.66827
103,103,03d92c9f6f8a,360,onset,16.847235
104,104,03d92c9f6f8a,363,onset,17.508375
105,105,03d92c9f6f8a,366,onset,17.508375
106,106,03d92c9f6f8a,369,onset,0.7670826
107,107,03d92c9f6f8a,372,onset,26.322496
108,108,03d92c9f6f8a,375,onset,6.554109
109,109,03d92c9f6f8a,378,onset,6.554109
110,110,03d92c9f6f8a,381,onset,6.554109
111,111,03d92c9f6f8a,384,onset,3.5534878
112,112,03d92c9f6f8a,258,onset,4.0779634
113,113,03d92c9f6f8a,390,onset,34.813057
114,114,03d92c9f6f8a,393,onset,23.829361
115,115,03d92c9f6f8a,396,onset,72.130035
116,116,03d92c9f6f8a,399,onset,48.858932
117,117,03d92c9f6f8a,402,onset,8.707168
118,118,03d92c9f6f8a,405,onset,17.626978
119,119,03d92c9f6f8a,408,onset,17.39011
120,120,03d92c9f6f8a,411,onset,47.77058
121,121,03d92c9f6f8a,414,onset,49.759483
122,122,03d92c9f6f8a,417,onset,15.23271
123,123,03d92c9f6f8a,420,onset,16.03652
124,124,03d92c9f6f8a,423,onset,16.740612
125,125,03d92c9f6f8a,426,onset,3.8068013
126,126,03d92c9f6f8a,429,onset,49.053566
127,127,03d92c9f6f8a,432,onset,48.49283
128,128,03d92c9f6f8a,435,onset,50.00101
129,129,03d92c9f6f8a,438,onset,33.305992
130,130,03d92c9f6f8a,441,onset,12.937943
131,131,03d92c9f6f8a,444,onset,8.441227
132,132,03d92c9f6f8a,447,onset,8.920941
133,133,03d92c9f6f8a,450,onset,10.505024
134,134,03d92c9f6f8a,453,onset,31.622803
135,135,03d92c9f6f8a,456,onset,18.29493
136,136,03d92c9f6f8a,459,onset,19.81756
137,137,03d92c9f6f8a,462,onset,36.400417
138,138,03d92c9f6f8a,465,onset,31.676542
139,139,03d92c9f6f8a,468,onset,31.6606
140,140,03d92c9f6f8a,471,onset,13.36181
141,141,03d92c9f6f8a,477,onset,13.681126
142,142,03d92c9f6f8a,480,onset,19.71187
143,143,03d92c9f6f8a,486,onset,9.825667
144,144,03d92c9f6f8a,495,onset,5.234588
145,145,03d92c9f6f8a,498,onset,8.783757
146,146,03d92c9f6f8a,501,onset,10.403621
147,147,03d92c9f6f8a,504,onset,8.799785
148,148,03d92c9f6f8a,507,onset,4.800394
149,149,03d92c9f6f8a,510,onset,3.4007857
150,150,03d92c9f6f8a,342,onset,0.5145889
151,151,03d92c9f6f8a,4498,onset,9.7540245
152,152,03d92c9f6f8a,522,onset,7.4858084
153,153,03d92c9f6f8a,528,onset,4.238898
154,154,03d92c9f6f8a,26550,onset,21.267868
155,155,03d92c9f6f8a,1246,onset,25.53505
156,156,03d92c9f6f8a,179,onset,0.59808326
157,157,03d92c9f6f8a,540,onset,29.87191
158,158,03d92c9f6f8a,910,onset,6.8335004
159,159,03d92c9f6f8a,915,onset,8.8211
160,160,03d92c9f6f8a,552,onset,6.2782474
161,161,03d92c9f6f8a,555,onset,4.595033
162,162,03d92c9f6f8a,558,onset,6.975209
163,163,03d92c9f6f8a,561,onset,14.171994
164,164,03d92c9f6f8a,564,onset,13.025839
165,165,03d92c9f6f8a,567,onset,11.729899
166,166,03d92c9f6f8a,570,onset,7.580196
167,167,03d92c9f6f8a,573,onset,47.074215
168,168,03d92c9f6f8a,576,onset,46.607513
169,169,03d92c9f6f8a,579,onset,52.48685
170,170,03d92c9f6f8a,582,onset,20.066353
171,171,03d92c9f6f8a,585,onset,14.87717
172,172,03d92c9f6f8a,591,onset,9.934789
173,173,03d92c9f6f8a,594,onset,4.940647
174,174,03d92c9f6f8a,597,onset,6.376805
175,175,03d92c9f6f8a,600,onset,4.3583026
176,176,03d92c9f6f8a,603,onset,13.394941
177,177,03d92c9f6f8a,606,onset,13.99351
178,178,03d92c9f6f8a,609,onset,36.9373
179,179,03d92c9f6f8a,612,onset,4.045943
180,180,03d92c9f6f8a,615,onset,20.694647
181,181,03d92c9f6f8a,618,onset,22.374447
182,182,03d92c9f6f8a,624,onset,12.338827
183,183,03d92c9f6f8a,627,onset,16.220829
184,184,03d92c9f6f8a,630,onset,3.015742
185,185,03d92c9f6f8a,636,onset,9.910365
186,186,03d92c9f6f8a,426,onset,1.3192542
187,187,03d92c9f6f8a,642,onset,37.346622
188,188,03d92c9f6f8a,645,onset,11.680085
189,189,03d92c9f6f8a,648,onset,32.2274
190,190,03d92c9f6f8a,651,onset,36.048084
191,191,03d92c9f6f8a,654,onset,6.218631
192,192,03d92c9f6f8a,657,onset,10.809072
193,193,03d92c9f6f8a,1100,onset,6.9277472
194,194,03d92c9f6f8a,442,onset,0.8650147
195,195,03d92c9f6f8a,666,onset,12.219512
196,196,03d92c9f6f8a,669,onset,18.397383
197,197,03d92c9f6f8a,672,onset,18.397379
198,198,03d92c9f6f8a,675,onset,16.201452
199,199,03d92c9f6f8a,678,onset,28.837212
200,200,03d92c9f6f8a,681,onset,18.019297
201,201,03d92c9f6f8a,684,onset,4.7874618
202,202,03d92c9f6f8a,687,onset,45.353493
203,203,03d92c9f6f8a,690,onset,45.353493
204,204,03d92c9f6f8a,693,onset,20.592827
205,205,03d92c9f6f8a,696,onset,27.490263
206,206,03d92c9f6f8a,699,onset,17.079844
207,207,03d92c9f6f8a,702,onset,24.998053
208,208,03d92c9f6f8a,705,onset,22.298624
209,209,03d92c9f6f8a,708,onset,33.186695
210,210,03d92c9f6f8a,711,onset,30.768112
211,211,03d92c9f6f8a,714,onset,25.216324
212,212,03d92c9f6f8a,717,onset,12.713127
213,213,03d92c9f6f8a,720,onset,37.36153
214,214,03d92c9f6f8a,723,onset,39.025566
215,215,03d92c9f6f8a,726,onset,64.85318
216,216,03d92c9f6f8a,729,onset,57.049015
217,217,03d92c9f6f8a,732,onset,57.049015
218,218,03d92c9f6f8a,735,onset,57.049015
219,219,03d92c9f6f8a,738,onset,57.049015
220,220,03d92c9f6f8a,741,onset,17.876066
221,221,03d92c9f6f8a,744,onset,15.696904
222,222,03d92c9f6f8a,747,onset,36.28078
223,223,03d92c9f6f8a,750,onset,61.547546
224,224,03d92c9f6f8a,753,onset,24.789614
225,225,03d92c9f6f8a,756,onset,64.04313
226,226,03d92c9f6f8a,759,onset,64.04313
227,227,03d92c9f6f8a,762,onset,58.83983
228,228,03d92c9f6f8a,765,onset,67.14212
229,229,03d92c9f6f8a,768,onset,52.679146
230,230,03d92c9f6f8a,771,onset,40.134697
231,231,03d92c9f6f8a,774,onset,39.425102
232,232,03d92c9f6f8a,777,onset,39.849155
233,233,03d92c9f6f8a,780,onset,65.520836
234,234,03d92c9f6f8a,783,onset,74.66982
235,235,03d92c9f6f8a,786,onset,67.942345
236,236,03d92c9f6f8a,789,onset,67.942345
237,237,03d92c9f6f8a,792,onset,65.203094
238,238,03d92c9f6f8a,795,onset,57.59535
239,239,03d92c9f6f8a,798,onset,60.594006
240,240,03d92c9f6f8a,801,onset,62.697807
241,241,03d92c9f6f8a,807,onset,4.436446
242,242,03d92c9f6f8a,819,onset,2.1970916
243,243,03d92c9f6f8a,822,onset,1.6293916
244,244,03d92c9f6f8a,825,onset,4.3762093
245,245,03d92c9f6f8a,828,onset,35.2514
246,246,03d92c9f6f8a,831,onset,6.1478167
247,247,03d92c9f6f8a,834,onset,6.1478167
248,248,03d92c9f6f8a,837,onset,10.524575
249,249,03d92c9f6f8a,840,onset,55.261406
250,250,03d92c9f6f8a,843,onset,67.3241
251,251,03d92c9f6f8a,846,onset,67.3241
252,252,03d92c9f6f8a,849,onset,67.3241
253,253,03d92c9f6f8a,852,onset,48.760456
254,254,03d92c9f6f8a,855,onset,10.727916
255,255,03d92c9f6f8a,858,onset,11.54385
256,256,03d92c9f6f8a,861,onset,7.833379
257,257,03d92c9f6f8a,864,onset,17.132587
258,258,03d92c9f6f8a,867,onset,15.873639
259,259,03d92c9f6f8a,870,onset,31.273376
260,260,03d92c9f6f8a,873,onset,10.938086
261,261,03d92c9f6f8a,876,onset,61.838608
262,262,03d92c9f6f8a,879,onset,46.75464
263,263,03d92c9f6f8a,882,onset,56.676075
264,264,03d92c9f6f8a,885,onset,46.226067
265,265,03d92c9f6f8a,888,onset,41.177986
266,266,03d92c9f6f8a,891,onset,39.514988
267,267,03d92c9f6f8a,894,onset,39.514988
268,268,03d92c9f6f8a,897,onset,39.822006
269,269,03d92c9f6f8a,900,onset,62.80251
270,270,03d92c9f6f8a,903,onset,46.096848
271,271,03d92c9f6f8a,906,onset,44.224346
272,272,03d92c9f6f8a,909,onset,13.402155
273,273,03d92c9f6f8a,912,onset,11.325573
274,274,03d92c9f6f8a,915,onset,22.58135
275,275,03d92c9f6f8a,918,onset,36.059757
276,276,03d92c9f6f8a,921,onset,35.752483
277,277,03d92c9f6f8a,924,onset,13.967378
278,278,03d92c9f6f8a,927,onset,24.52219
279,279,03d92c9f6f8a,930,onset,9.570603
280,280,03d92c9f6f8a,933,onset,8.869098
281,281,03d92c9f6f8a,936,onset,7.6767883
282,282,03d92c9f6f8a,939,onset,7.6767883
283,283,03d92c9f6f8a,942,onset,5.605283
284,284,03d92c9f6f8a,945,onset,27.977978
285,285,03d92c9f6f8a,948,onset,59.68842
286,286,03d92c9f6f8a,951,onset,61.65155
287,287,03d92c9f6f8a,954,onset,69.48683
288,288,03d92c9f6f8a,957,onset,46.712093
289,289,03d92c9f6f8a,960,onset,11.182389
290,290,03d92c9f6f8a,1605,onset,10.784596
291,291,03d92c9f6f8a,969,onset,6.195811
292,292,03d92c9f6f8a,972,onset,3.3299518
293,293,03d92c9f6f8a,975,onset,39.036293
294,294,03d92c9f6f8a,978,onset,39.61574
295,295,03d92c9f6f8a,981,onset,39.533577
296,296,03d92c9f6f8a,984,onset,14.426049
297,297,03d92c9f6f8a,987,onset,7.6608286
298,298,03d92c9f6f8a,990,onset,41.986618
299,299,03d92c9f6f8a,993,onset,41.986618
300,300,03d92c9f6f8a,996,onset,41.986618
301,301,03d92c9f6f8a,999,onset,16.873583
302,302,03d92c9f6f8a,1002,onset,7.1388855
303,303,03d92c9f6f8a,1005,onset,47.239746
304,304,03d92c9f6f8a,1008,onset,46.86595
305,305,03d92c9f6f8a,1011,onset,21.819174
306,306,03d92c9f6f8a,1014,onset,17.182762
307,307,03d92c9f6f8a,1017,onset,13.609153
308,308,03d92c9f6f8a,1020,onset,14.573368
309,309,03d92c9f6f8a,1023,onset,43.063564
310,310,03d92c9f6f8a,1026,onset,47.32404
311,311,03d92c9f6f8a,1029,onset,48.78921
312,312,03d92c9f6f8a,1032,onset,44.538277
313,313,03d92c9f6f8a,1035,onset,46.276146
314,314,03d92c9f6f8a,1038,onset,45.39257
315,315,03d92c9f6f8a,1041,onset,42.810604
316,316,03d92c9f6f8a,1044,onset,18.65319
317,317,03d92c9f6f8a,1047,onset,22.389881
318,318,03d92c9f6f8a,1050,onset,22.389881
319,319,03d92c9f6f8a,1053,onset,22.367155
320,320,03d92c9f6f8a,1056,onset,69.85438
321,321,03d92c9f6f8a,1059,onset,69.8508
322,322,03d92c9f6f8a,1062,onset,3.3791735
323,323,03d92c9f6f8a,1065,onset,23.493269
324,324,03d92c9f6f8a,1068,onset,39.962666
325,325,03d92c9f6f8a,1071,onset,14.543703
326,326,03d92c9f6f8a,1074,onset,14.543703
327,327,03d92c9f6f8a,1077,onset,14.543703
328,328,03d92c9f6f8a,1080,onset,12.103299
329,329,03d92c9f6f8a,1083,onset,36.111507
330,330,03d92c9f6f8a,1086,onset,4.326661
331,331,03d92c9f6f8a,1089,onset,14.984097
332,332,03d92c9f6f8a,1092,onset,14.984097
333,333,03d92c9f6f8a,1095,onset,14.878077
334,334,03d92c9f6f8a,1098,onset,45.80515
335,335,03d92c9f6f8a,1101,onset,46.924847
336,336,03d92c9f6f8a,1104,onset,61.522675
337,337,03d92c9f6f8a,1107,onset,48.170704
338,338,03d92c9f6f8a,1110,onset,37.056274
339,339,03d92c9f6f8a,1113,onset,55.168518
340,340,03d92c9f6f8a,1116,onset,49.03288
341,341,03d92c9f6f8a,1119,onset,30.60671
342,342,03d92c9f6f8a,1122,onset,33.702347
343,343,03d92c9f6f8a,1125,onset,21.185722
344,344,03d92c9f6f8a,1128,onset,20.853891
345,345,03d92c9f6f8a,1131,onset,22.316948
346,346,03d92c9f6f8a,1134,onset,22.761295
347,347,03d92c9f6f8a,1137,onset,29.600855
348,348,03d92c9f6f8a,1905,onset,8.081764
349,349,03d92c9f6f8a,1146,onset,2.2762344
350,350,03d92c9f6f8a,1152,onset,7.2308607
351,351,03d92c9f6f8a,1155,onset,2.0688083
352,352,03d92c9f6f8a,2322,onset,4.457476
353,353,03d92c9f6f8a,780,onset,0.4490589
354,354,03d92c9f6f8a,391,onset,0.3281724
355,355,03d92c9f6f8a,58557,onset,15.916187
356,356,03d92c9f6f8a,1185,onset,7.7861586
357,357,03d92c9f6f8a,1980,onset,4.5946856
358,358,03d92c9f6f8a,1191,onset,7.572473
359,359,03d92c9f6f8a,398,onset,0.91271204
360,360,03d92c9f6f8a,1197,onset,5.2096195
361,361,03d92c9f6f8a,400,onset,6.2530103
362,362,03d92c9f6f8a,1203,onset,22.255558
363,363,03d92c9f6f8a,2010,onset,1.5897064
364,364,03d92c9f6f8a,404,onset,1.7029927
365,365,03d92c9f6f8a,1218,onset,10.333976
366,366,03d92c9f6f8a,407,onset,1.1113585
367,367,03d92c9f6f8a,1224,onset,6.316987
368,368,03d92c9f6f8a,1233,onset,13.819116
369,369,03d92c9f6f8a,1239,onset,9.201245
370,370,03d92c9f6f8a,1242,onset,15.499313
371,371,03d92c9f6f8a,1245,onset,9.417716
372,372,03d92c9f6f8a,1248,onset,11.955059
373,373,03d92c9f6f8a,1251,onset,2.5736449
374,374,03d92c9f6f8a,1254,onset,7.2992296
375,375,03d92c9f6f8a,419,onset,1.444462
376,376,03d92c9f6f8a,1260,onset,8.686515
377,377,03d92c9f6f8a,13893,onset,6.4385376
378,378,03d92c9f6f8a,1266,onset,13.241652
379,379,03d92c9f6f8a,56682,onset,9.509717
380,380,03d92c9f6f8a,1272,onset,3.3731492
381,381,03d92c9f6f8a,1275,onset,8.05746
382,382,03d92c9f6f8a,1278,onset,50.72038
383,383,03d92c9f6f8a,1284,onset,3.9172888
384,384,03d92c9f6f8a,1287,onset,3.4818468
385,385,03d92c9f6f8a,1290,onset,25.33814
386,386,03d92c9f6f8a,1293,onset,27.909739
387,387,03d92c9f6f8a,1296,onset,26.538984
388,388,03d92c9f6f8a,1299,onset,35.143547
389,389,03d92c9f6f8a,1302,onset,19.399284
390,390,03d92c9f6f8a,1305,onset,49.060337
391,391,03d92c9f6f8a,1308,onset,49.060337
392,392,03d92c9f6f8a,1311,onset,49.060337
393,393,03d92c9f6f8a,439,onset,2.0394478
394,394,03d92c9f6f8a,1320,onset,9.356972
395,395,03d92c9f6f8a,1323,onset,6.67147
396,396,03d92c9f6f8a,1326,onset,7.43199
397,397,03d92c9f6f8a,1329,onset,31.6343
398,398,03d92c9f6f8a,1332,onset,34.46406
399,399,03d92c9f6f8a,1335,onset,13.8411
400,400,03d92c9f6f8a,1338,onset,12.84205
401,401,03d92c9f6f8a,1341,onset,6.9296093
402,402,03d92c9f6f8a,1344,onset,8.742638
403,403,03d92c9f6f8a,1347,onset,8.742635
404,404,03d92c9f6f8a,1350,onset,8.739374
405,405,03d92c9f6f8a,1353,onset,48.164036
406,406,03d92c9f6f8a,1356,onset,48.164036
407,407,03d92c9f6f8a,1359,onset,53.85855
408,408,03d92c9f6f8a,1362,onset,61.11155
409,409,03d92c9f6f8a,1365,onset,67.95967
410,410,03d92c9f6f8a,1368,onset,68.50376
411,411,03d92c9f6f8a,1371,onset,68.02293
412,412,03d92c9f6f8a,1374,onset,64.8077
413,413,03d92c9f6f8a,1377,onset,59.379276
414,414,03d92c9f6f8a,1380,onset,51.250553
415,415,03d92c9f6f8a,1383,onset,17.824152
416,416,03d92c9f6f8a,1386,onset,17.824154
417,417,03d92c9f6f8a,1389,onset,9.288108
418,418,03d92c9f6f8a,1392,onset,7.360501
419,419,03d92c9f6f8a,1395,onset,22.281084
420,420,03d92c9f6f8a,1398,onset,22.621176
421,421,03d92c9f6f8a,1401,onset,53.1769
422,422,03d92c9f6f8a,1404,onset,31.247375
423,423,03d92c9f6f8a,1407,onset,27.116693
424,424,03d92c9f6f8a,1410,onset,29.562475
425,425,03d92c9f6f8a,1413,onset,16.479145
426,426,03d92c9f6f8a,1416,onset,5.931793
427,427,03d92c9f6f8a,1419,onset,3.5012345
428,428,03d92c9f6f8a,1422,onset,9.222683
429,429,03d92c9f6f8a,1425,onset,9.141582
430,430,03d92c9f6f8a,1428,onset,13.153186
431,431,03d92c9f6f8a,1431,onset,12.527513
432,432,03d92c9f6f8a,1434,onset,26.082874
433,433,03d92c9f6f8a,1440,onset,7.7745
434,434,03d92c9f6f8a,1443,onset,18.415512
435,435,03d92c9f6f8a,1446,onset,18.030592
436,436,03d92c9f6f8a,1449,onset,17.064507
437,437,03d92c9f6f8a,1452,onset,33.36213
438,438,03d92c9f6f8a,1455,onset,40.343132
439,439,03d92c9f6f8a,1458,onset,25.481325
440,440,03d92c9f6f8a,71248,onset,21.349537
441,441,03d92c9f6f8a,1467,onset,5.7731547
442,442,03d92c9f6f8a,76440,onset,5.0712934
443,443,03d92c9f6f8a,1473,onset,14.481344
444,444,03d92c9f6f8a,2460,onset,10.629619
445,445,03d92c9f6f8a,1479,onset,9.674666
446,446,03d92c9f6f8a,1485,onset,19.548204
447,447,03d92c9f6f8a,1488,onset,10.686728
448,448,03d92c9f6f8a,1491,onset,10.686728
449,449,03d92c9f6f8a,1494,onset,24.174686
450,450,03d92c9f6f8a,1497,onset,30.872425
451,451,03d92c9f6f8a,1500,onset,23.57158
452,452,03d92c9f6f8a,1503,onset,8.954704
453,453,03d92c9f6f8a,1506,onset,5.4935102
454,454,03d92c9f6f8a,1509,onset,14.068647
455,455,03d92c9f6f8a,1512,onset,18.832546
456,456,03d92c9f6f8a,1515,onset,36.65759
457,457,03d92c9f6f8a,1518,onset,35.275417
458,458,03d92c9f6f8a,1521,onset,21.737957
459,459,03d92c9f6f8a,1524,onset,17.605265
460,460,03d92c9f6f8a,1527,onset,6.872309
461,461,03d92c9f6f8a,1530,onset,43.21232
462,462,03d92c9f6f8a,1533,onset,44.323288
463,463,03d92c9f6f8a,1536,onset,44.32327
464,464,03d92c9f6f8a,1539,onset,25.547852
465,465,03d92c9f6f8a,1542,onset,19.179163
466,466,03d92c9f6f8a,1545,onset,27.705124
467,467,03d92c9f6f8a,1548,onset,44.13666
468,468,03d92c9f6f8a,1551,onset,60.282806
469,469,03d92c9f6f8a,1554,onset,60.282806
470,470,03d92c9f6f8a,1557,onset,60.282806
471,471,03d92c9f6f8a,520,onset,12.533203
472,472,03d92c9f6f8a,1563,onset,66.13378
473,473,03d92c9f6f8a,1566,onset,41.23276
474,474,03d92c9f6f8a,1046,onset,7.1719017
475,475,03d92c9f6f8a,1572,onset,41.30352
476,476,03d92c9f6f8a,1575,onset,41.30352
477,477,03d92c9f6f8a,1578,onset,40.542854
478,478,03d92c9f6f8a,1581,onset,40.955715
479,479,03d92c9f6f8a,1584,onset,20.061396
480,480,03d92c9f6f8a,1587,onset,39.769897
481,481,03d92c9f6f8a,1593,onset,15.515488
482,482,03d92c9f6f8a,1596,onset,8.844373
483,483,03d92c9f6f8a,1599,onset,15.910508
484,484,03d92c9f6f8a,1602,onset,15.33554
485,485,03d92c9f6f8a,1605,onset,15.33554
486,486,03d92c9f6f8a,1608,onset,15.33554
487,487,03d92c9f6f8a,1611,onset,42.89411
488,488,03d92c9f6f8a,1614,onset,21.883854
489,489,03d92c9f6f8a,1617,onset,24.748316
490,490,03d92c9f6f8a,1623,onset,7.118589
491,491,03d92c9f6f8a,1626,onset,49.455757
492,492,03d92c9f6f8a,1629,onset,50.37123
493,493,03d92c9f6f8a,1632,onset,10.077263
494,494,03d92c9f6f8a,1635,onset,50.37136
495,495,03d92c9f6f8a,1638,onset,50.35378
496,496,03d92c9f6f8a,1641,onset,50.848434
497,497,03d92c9f6f8a,1644,onset,51.27021
498,498,03d92c9f6f8a,1647,onset,51.491524
499,499,03d92c9f6f8a,1650,onset,51.491524
500,500,03d92c9f6f8a,1653,onset,51.491524
501,501,03d92c9f6f8a,1656,onset,51.392467
502,502,03d92c9f6f8a,1659,onset,50.802254
503,503,03d92c9f6f8a,1662,onset,50.96109
504,504,03d92c9f6f8a,1665,onset,50.96109
505,505,03d92c9f6f8a,1668,onset,1.5697039
506,506,03d92c9f6f8a,1671,onset,19.303192
507,507,03d92c9f6f8a,1674,onset,50.96109
508,508,03d92c9f6f8a,1677,onset,49.733875
509,509,03d92c9f6f8a,1680,onset,48.932785
510,510,03d92c9f6f8a,1683,onset,48.932785
511,511,03d92c9f6f8a,1686,onset,48.932785
512,512,03d92c9f6f8a,1689,onset,48.932785
513,513,03d92c9f6f8a,1692,onset,49.21781
514,514,03d92c9f6f8a,1695,onset,8.24866
515,515,03d92c9f6f8a,1698,onset,6.113621
516,516,03d92c9f6f8a,1701,onset,14.922673
517,517,03d92c9f6f8a,1136,onset,5.4553695
518,518,03d92c9f6f8a,35847,onset,16.794874
519,519,03d92c9f6f8a,1710,onset,5.5923347
520,520,03d92c9f6f8a,1713,onset,2.9591954
521,521,03d92c9f6f8a,24024,onset,15.470815
522,522,03d92c9f6f8a,2865,onset,5.479057
523,523,03d92c9f6f8a,2870,onset,2.7045834
524,524,03d92c9f6f8a,1150,onset,2.6084962
525,525,03d92c9f6f8a,1728,onset,8.786002
526,526,03d92c9f6f8a,1731,onset,9.56281
527,527,03d92c9f6f8a,1734,onset,6.3399067
528,528,03d92c9f6f8a,1737,onset,3.6154244
529,529,03d92c9f6f8a,1740,onset,8.480215
530,530,03d92c9f6f8a,1746,onset,3.825979
531,531,03d92c9f6f8a,1749,onset,28.79875
532,532,03d92c9f6f8a,1752,onset,22.693441
533,533,03d92c9f6f8a,1755,onset,20.886015
534,534,03d92c9f6f8a,1758,onset,20.886015
535,535,03d92c9f6f8a,1761,onset,20.886015
536,536,03d92c9f6f8a,1764,onset,20.153131
537,537,03d92c9f6f8a,1767,onset,57.319378
538,538,03d92c9f6f8a,1770,onset,54.592033
539,539,03d92c9f6f8a,1773,onset,54.592033
540,540,03d92c9f6f8a,1776,onset,54.560078
541,541,03d92c9f6f8a,1779,onset,30.928665
542,542,03d92c9f6f8a,1782,onset,27.909739
543,543,03d92c9f6f8a,1785,onset,26.538984
544,544,03d92c9f6f8a,1788,onset,35.143547
